feature,mean_importance
TAP College Name,0.013706854400859303
Federal School Code,0.03195842533063609
Academic Year,0.1227716653055269
TAP College Code,0.4734074630755186
Sector Type,0.5300266573049995
TAP Recipient Dollars,0.5472100836422353
TAP Sector Group,0.8741496024236393
TAP Recipient Headcount,2.7419003198640794
TAP Recipient FTEs,2.8153429309685727
