feature,shap_importance
TAP Recipient FTEs,11.78533844283146
TAP Recipient Dollars,11.657462429525014
TAP Recipient Headcount,10.398800879547164
TAP Sector Group,6.317595879127539
TAP College Code,5.5329949790835515
Sector Type,4.836791856524992
Academic Year,4.471277395356045
Federal School Code,0.9999338769195079
TAP College Name,0.7666343616308616
