feature,mean_importance
TAP College Name,0.0005216455756178684
Academic Year,0.003783864032268336
TAP Recipient Headcount,0.004226341429980951
Sector Type,0.010025694725398581
TAP Sector Group,0.07806140163059952
TAP Recipient FTEs,0.10028098471033538
Federal School Code,0.14813895726172163
TAP Recipient Dollars,1.3309396604213157
TAP College Code,2.915658535706325
